original_id,new_name,words_used,status,txt_path,img_path
0bdf8da3d089_1110,lysander rmirez,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1110_en_US_notes_contacts___PART032_11.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1110 lysander Rmirez.jpg
0bdf8da3d089_1111,armani harris,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1111_en_US_notes_contacts___PART032_12.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1111 armani Harris.jpg
0bdf8da3d089_1112,carlos jones,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1112_en_US_notes_contacts___PART032_13.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1112 carlos Jones Mechanic Tucson 704 7816883.jpg
0bdf8da3d089_1113,kyle whitfield,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1113_en_US_notes_contacts___PART032_14.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1113 kyle Whitfield Dog Wakker 303 669 1283.jpg
0bdf8da3d089_1114,asher bailey,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1114_en_US_notes_contacts___PART032_15.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1114 asher Bailey - ask about puuppy training.jpg
0bdf8da3d089_1115,grayson hvac,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1115_en_US_notes_contacts___PART032_16.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1115 grayson HVAC Repair 2674303440.jpg
0bdf8da3d089_1116,kenji fisher,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1116_en_US_notes_contacts___PART032_17.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1116 Kenji Fisher.jpg
0bdf8da3d089_1117,evan aguilar,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1117_en_US_notes_contacts___PART032_18.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1117 evan Aguilar Appliance Repair 9295517763.jpg
0bdf8da3d089_1118,connect with simoen,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1118_en_US_notes_contacts___PART032_19.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1118 connect with Simoen Classmate from Puebl.jpg
0bdf8da3d089_1119,reminder terrence,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1119_en_US_notes_contacts___PART032_20.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1119 reminder Terrence Phone Rpair about lbra.jpg
0bdf8da3d089_1120,william medina,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1120_en_US_notes_contacts___PART033_21.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1120 william Medina Swim Instructtor 92926136.jpg
0bdf8da3d089_1121,ask hao,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1121_en_US_notes_contacts___PART033_22.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1121 ask Hao Morgan Claims Adjuster feom Hono.jpg
0bdf8da3d089_1122,kathleen reybodls,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1122_en_US_notes_contacts___PART033_23.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1122 kathleen Reybodls.jpg
0bdf8da3d089_1123,wei byrd,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1123_en_US_notes_contacts___PART033_24.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1123 wei Byrd - send notes from meeting in Fa.jpg
0bdf8da3d089_1124,liliana dalton,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1124_en_US_notes_contacts___PART033_25.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1124 liliana Dalton.jpg
0bdf8da3d089_1125,bryson byd,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1125_en_US_notes_contacts___PART033_26.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1125 bryson Byd.jpg
0bdf8da3d089_1126,jack mcdonald,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1126_en_US_notes_contacts___PART033_27.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1126 Jack McDonald.jpg
0bdf8da3d089_1127,talked to maren,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1127_en_US_notes_contacts___PART033_28.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1127 talked to Maren Bike Shop.jpg
0bdf8da3d089_1128,need to talk to sergio,5,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1128_en_US_notes_contacts___PART033_29.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1128 need to talk to Sergio Hairdresser from .jpg
0bdf8da3d089_1129,called rory,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1129_en_US_notes_contacts___PART033_30.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1129 called Rory Leis Swing Dance Clsss 323 6.jpg
0bdf8da3d089_1130,reached out to fernanda,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1130_en_US_notes_contacts___PART033_31.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1130 Reached out to Fernanda Dry Cleaner 4043.jpg
0bdf8da3d089_1131,lane nguyen,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1131_en_US_notes_contacts___PART033_32.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1131 lane Nguyen Auuto Shop 4158427463.jpg
0bdf8da3d089_1132,sent info to julian,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1132_en_US_notes_contacts___PART033_33.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1132 sent info to Julian Lewis Pest Control f.jpg
0bdf8da3d089_1133,schedule w marcus,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1133_en_US_notes_contacts___PART033_34.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1133 schedule w Marcus Tennis Instructor frro.jpg
0bdf8da3d089_1134,knox salazar,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1134_en_US_notes_contacts___PART033_35.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1134 Knox Salazar Ttor 5167886998.jpg
0bdf8da3d089_1135,joaquin nguten,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1135_en_US_notes_contacts___PART033_36.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1135 joaquin Nguten - send notes from meetong.jpg
0bdf8da3d089_1136,mei tax,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1136_en_US_notes_contacts___PART033_37.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1136 mei - tax filing exyension requested.jpg
0bdf8da3d089_1137,milan sanchez,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1137_en_US_notes_contacts___PART033_38.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1137 milan Sanchez - send playlist for party .jpg
0bdf8da3d089_1138,pilar confirm,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1138_en_US_notes_contacts___PART033_39.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1138 pilar - confirm escrow details.jpg
0bdf8da3d089_1139,hit up nathan,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1139_en_US_notes_contacts___PART033_40.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1139 hit up Nathan Weston Msic Instructor 212.jpg
0bdf8da3d089_1140,alejandra send,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1140_en_US_notes_contacts___PART034_41.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1140 alejandra - send playlist for party.jpg
0bdf8da3d089_1141,axel diaz,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1141_en_US_notes_contacts___PART034_42.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1141 axel Diaz.jpg
0bdf8da3d089_1142,crew king,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1142_en_US_notes_contacts___PART034_43.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1142 Crew King - sennd workout plsn by wed in.jpg
0bdf8da3d089_1143,saniyah guerrerq,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1143_en_US_notes_contacts___PART034_44.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1143 saniyah Guerrerq - ask abput chair renta.jpg
0bdf8da3d089_1144,chase follow,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1144_en_US_notes_contacts___PART034_45.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1144 Chase - follow up on adoption applicatio.jpg
0bdf8da3d089_1145,anh wallcae,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1145_en_US_notes_contacts___PART034_46.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1145 anh Wallcae - website launch checklist i.jpg
0bdf8da3d089_1146,marquis 3052131688,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1146_en_US_notes_contacts___PART034_47.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1146 Marquis.jpg
0bdf8da3d089_1147,reached out to peddro,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1147_en_US_notes_contacts___PART034_48.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1147 reached out to Peddro Teacher from Colum.jpg
0bdf8da3d089_1148,ravi mitchell,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1148_en_US_notes_contacts___PART034_49.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1148 ravi Mitchell.jpg
0bdf8da3d089_1149,paid sebastian,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1149_en_US_notes_contacts___PART034_50.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1149 paid Sebastian Library Contact from Durh.jpg
0bdf8da3d089_1150,jameson singh,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1150_en_US_notes_contacts___PART034_51.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1150 jameson Singh.jpg
0bdf8da3d089_1151,marisol gutierrez,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1151_en_US_notes_contacts___PART034_52.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1151 marisol Gutierrez Classmate 267 7097013.jpg
0bdf8da3d089_1152,derek gomez,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1152_en_US_notes_contacts___PART034_53.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1152 derek Gomez.jpg
0bdf8da3d089_1153,luca chavez,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1153_en_US_notes_contacts___PART034_54.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1153 luca Chavez Dog Groomer Salt Lake City 7.jpg
0bdf8da3d089_1154,hit up rafferty,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1154_en_US_notes_contacts___PART034_55.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1154 hit up Rafferty Graphic Designer from Fr.jpg
0bdf8da3d089_1155,avery morgan,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1155_en_US_notes_contacts___PART034_56.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1155 Avery Morgan Orthodonttist 305-290-6037.jpg
0bdf8da3d089_1156,phoenix malone,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1156_en_US_notes_contacts___PART034_57.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1156 Phoenix Malone.jpg
0bdf8da3d089_1157,logan mcdonald,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1157_en_US_notes_contacts___PART034_58.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1157 Logan McDonald - eye exm appt next tuesd.jpg
0bdf8da3d089_1158,ask jouknee,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1158_en_US_notes_contacts___PART034_59.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1158 ask Jouknee Claims Adjuster.jpg
0bdf8da3d089_1159,nalani coordinate,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1159_en_US_notes_contacts___PART034_60.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1159 nalani - coordinate carpool.jpg
0bdf8da3d089_1160,daichi randall,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1160_en_US_notes_contacts___PART035_61.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1160 daichi Randall - can help with spare key.jpg
0bdf8da3d089_1161,connect with tariq,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1161_en_US_notes_contacts___PART035_62.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1161 connect with Tariq Ortuz Golf Cooach abo.jpg
0bdf8da3d089_1162,esmeralda sharma,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1162_en_US_notes_contacts___PART035_63.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1162 esmeralda Sharma - check leak under kitc.jpg
0bdf8da3d089_1163,amari schpol,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1163_en_US_notes_contacts___PART035_64.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1163 Amari Schpol Nurse 323 9979533.jpg
0bdf8da3d089_1164,marco pham,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1164_en_US_notes_contacts___PART035_65.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1164 Marco Pham - regarding minor kitchen fir.jpg
0bdf8da3d089_1165,follow up w brooks,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1165_en_US_notes_contacts___PART035_66.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1165 follow up w Brooks Vargas Cat Sittting 8.jpg
0bdf8da3d089_1166,checked with john,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1166_en_US_notes_contacts___PART035_67.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1166 Checked with John Anderson Barber about .jpg
0bdf8da3d089_1167,reached out to becca,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1167_en_US_notes_contacts___PART035_68.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1167 reached out to Becca Bowking League Cont.jpg
0bdf8da3d089_1168,griffin anderson,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/notes/1168_en_US_notes_contacts___PART035_69.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 - Final - Contact notes/0bdf8da3d089/screenshots/1168 griffin Anderson Financial Aid Contact 7.jpg
